customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,income_missing,join_year,join_month,join_weekday,debt_to_income_ratio,avg_monthly_transactions,income_bins,credit_score_binary,income_quantile_bin,log_spending_ratio,sqrt_spending_ratio,boxcox_income,yeojohnson_loan
64,34.0,2,East,0.0,Unemployed,608815.89,427703.14,Other,630.0,2,146,88.54,2026-04-28,1,0,2026,4,1,0.7025163880003198,24.333333333333332,2.0,0.0,2,4.49468545281282,9.409569596958194,301.6120035952568,0.7659818202835752
65,43.0,0,North,1.0,Self-Employed,221202.23,505031.14,Home,811.0,0,26,68.41,2021-09-27,0,0,2021,9,0,2.2831195689121215,4.333333333333333,0.0,1.0,0,4.2400309493514925,8.271033792700885,210.62414376670213,1.1314913414630159
66,45.0,1,South,2.0,Self-Employed,537740.99,761832.12,Other,769.0,0,246,43.76,2022-02-03,0,0,2022,2,3,1.4167268892780518,41.0,1.0,1.0,1,3.8013148834437245,6.615134163416491,288.64261173835826,2.1929827101521795
67,37.0,1,East,1.0,Unemployed,407228.36,386426.19,Education,775.0,0,145,20.18,2023-08-04,0,0,2023,8,4,0.9489176785231755,24.166666666666668,1.0,1.0,0,3.0530573401732606,4.49221548904324,261.5670821948919,0.5586492809701497
68,54.0,2,West,2.0,Salaried,655834.04,247532.44,Home,511.0,2,247,55.65,2020-08-19,1,0,2020,8,2,0.3774315221576483,41.166666666666664,3.0,0.0,2,4.036891987474015,7.459892760623306,309.6589786964048,-0.22615024600336925
69,42.0,2,West,2.0,Salaried,1121119.31,508635.52,Home,519.0,3,248,89.36,2019-05-31,1,0,2019,5,4,0.45368545119430687,41.333333333333336,4.0,0.0,3,4.5038016915998025,9.453041838477178,374.3037907139582,1.1478893613969285
70,29.0,0,South,2.0,Salaried,866864.04,207436.44,Business,579.0,2,114,14.73,2026-03-22,1,0,2026,3,6,0.2392952417313331,19.0,4.0,0.0,3,2.7555697170701863,3.837968212479098,341.77635461867925,-0.48804473871467163
71,35.0,2,West,0.0,Salaried,612130.41,175357.48,Home,701.0,0,239,87.98,2017-09-04,1,0,2017,9,0,0.28647078651099855,39.833333333333336,2.0,1.0,2,4.488411625377895,9.379765455489812,302.1922318333675,-0.7145075685370926
72,28.0,2,South,0.0,Self-Employed,587440.47,213484.3,Other,740.0,1,213,57.32,2024-07-19,0,0,2024,7,4,0.36341435584102677,35.5,2.0,1.0,1,4.065945087700403,7.57099729229908,297.8199180796869,-0.4471673364951068
73,33.0,2,South,3.0,Salaried,910492.65,287135.52,Home,607.0,4,158,89.22,2019-01-27,1,0,2019,1,6,0.3153628093538152,26.333333333333332,4.0,0.0,3,4.50225113198025,9.445633912025174,347.7619038391315,0.014326178118937072
74,33.0,0,East,0.0,Self-Employed,759655.91,202224.58,Car,683.0,1,157,94.15,2024-10-12,1,0,2024,10,5,0.2662054982235312,26.166666666666668,3.0,0.0,2,4.555454593742159,9.703092290605094,326.18585146399556,-0.5237042866892933
75,64.0,2,South,0.0,Self-Employed,454354.77,339135.97,Other,674.0,2,88,80.6,2020-07-29,1,0,2020,7,2,0.746412258420881,14.666666666666666,1.0,0.0,1,4.401829261970061,8.977750274985375,271.9180880859915,0.3084196752745084
76,42.0,0,South,1.0,Salaried,344045.37,402594.25,Car,668.0,2,20,73.0,2019-05-19,0,0,2019,5,6,1.1701777878888473,3.3333333333333335,0.0,0.0,0,4.30406509320417,8.54400374531753,246.3871254063534,0.6409954887817351
77,43.0,0,North,1.0,Self-Employed,593744.21,404452.67,Education,683.0,1,97,54.46,2024-11-02,0,0,2024,11,5,0.6811900868894368,16.166666666666668,2.0,0.0,1,4.015662040187632,7.379701890998037,298.947413343432,0.6503644488508492
78,53.0,0,South,2.0,Salaried,718873.41,423036.86,Home,543.0,4,42,47.29,2020-09-17,1,0,2020,9,3,0.5884719814577646,7.0,3.0,0.0,2,3.8772244998854504,6.876772498781678,319.88020881159525,0.7430094179215733
79,28.0,0,North,3.0,Salaried,681731.84,267134.92,Car,746.0,2,153,38.29,2019-12-02,0,0,2019,12,0,0.3918475041447382,25.5,3.0,1.0,2,3.6709700335703683,6.187891401761993,313.9320876150084,-0.10511256529946668
80,22.0,0,East,2.0,Salaried,80000.0,167718.17,Car,721.0,6,273,27.39,2024-02-02,1,0,2024,2,4,2.0964771250000003,45.5,0.0,1.0,0,3.34603697048488,5.2335456432518095,146.58605265628162,-0.7711247999880094
81,35.0,1,South,3.0,Self-Employed,719744.96,350049.32,Education,763.0,0,247,48.85,2026-04-29,0,0,2026,4,2,0.4863518877575746,41.166666666666664,3.0,1.0,2,3.9090184964078474,6.989277502002621,320.01736194315873,0.36749378950676675
82,56.0,1,East,2.0,Unemployed,472495.9,233356.01,Other,710.0,2,114,60.87,2024-12-07,0,0,2024,12,5,0.4938794389538618,19.0,1.0,1.0,1,4.125035409542898,7.801922839915811,275.7163776789056,-0.3163961379029902
83,38.0,0,East,0.0,Salaried,191945.48,342144.65,Education,595.0,3,237,59.83,2022-09-26,1,0,2022,9,0,1.7825095438558907,39.5,0.0,0.0,0,4.108083088332614,7.734985455707076,200.26407743943972,0.3247901260134652
84,29.0,1,East,0.0,Salaried,471771.41,269573.07,Other,683.0,6,111,41.83,2018-10-31,1,0,2018,10,2,0.5714061180604395,18.5,1.0,0.0,1,3.7572387916272794,6.4676116148080505,275.56652085863465,-0.09034189860815499
85,60.0,0,East,2.0,Self-Employed,998296.66,223317.65,Other,600.0,2,20,83.94,2024-02-11,1,0,2024,2,6,0.22369868491796815,3.3333333333333335,4.0,0.0,3,4.441945124885125,9.161877536837087,359.2658255039852,-0.38180115890465505
86,45.0,2,North,3.0,Unemployed,568553.27,62488.99,Car,793.0,2,173,38.35,2024-06-26,0,0,2024,6,2,0.10990876897075975,28.833333333333332,2.0,1.0,1,3.6724959748634123,6.192737682156414,294.39396230742386,-1.7278503366275675
87,44.0,0,North,3.0,Salaried,211062.51,20000.0,Other,692.0,0,270,21.97,2017-05-22,0,0,2017,5,0,0.09475865704430407,45.0,0.0,0.0,0,3.134189016701007,4.6872166581031856,207.14029051423685,-2.345752919568632
88,63.0,2,South,2.0,Self-Employed,793868.14,120859.44,Home,702.0,0,180,40.8,2025-07-23,0,0,2025,7,2,0.1522412021724414,30.0,3.0,1.0,3,3.7328963395307104,6.387487769068525,331.30812342736596,-1.1476178791767446
89,39.0,2,East,2.0,Unemployed,345701.96,377500.4,Home,616.0,3,234,46.28,2025-04-28,0,0,2025,4,0,1.0919822381105388,39.0,0.0,0.0,0,3.856087373097843,6.802940540677979,246.80730165542204,0.5125237991411196
90,22.0,2,East,2.0,Unemployed,558866.09,232795.93,Business,510.0,3,276,75.92,2019-02-11,1,0,2019,2,0,0.4165504656043812,46.0,2.0,0.0,1,4.342765920720579,8.713208364316786,292.6080719216775,-0.32001154695028866
91,59.0,0,West,2.0,Unemployed,216330.38,719404.91,Car,807.0,0,283,83.25,2018-05-11,1,0,2018,5,4,3.325491824125673,47.166666666666664,0.0,1.0,0,4.433788569232471,9.12414379544733,208.96349084445626,2.0302589674652984
92,43.0,1,West,3.0,Unemployed,595519.11,175701.29,Car,753.0,6,266,31.58,2025-03-28,1,0,2025,3,4,0.29503887792954286,44.333333333333336,2.0,1.0,2,3.4836986031738992,5.619608527290847,299.2634708611591,-0.711985886980313
93,52.0,2,East,3.0,Unemployed,624686.44,280448.23,Home,720.0,1,115,94.04,2022-01-20,1,0,2022,1,3,0.4489424006066147,19.166666666666668,2.0,1.0,2,4.554297855614335,9.697422337920527,304.37192814601315,-0.02517905248215241
94,38.0,0,East,1.0,Self-Employed,336685.32,335197.8,Other,700.0,2,242,37.54,2018-01-29,0,0,2018,1,0,0.9955818685531047,40.333333333333336,0.0,0.0,0,3.6516966629862204,6.126989472816156,244.50427172178757,0.28689262468718646
95,32.0,2,East,3.0,Self-Employed,681533.26,112332.96,Business,753.0,2,214,60.18,2020-06-03,0,0,2020,6,2,0.16482388548432692,35.666666666666664,3.0,1.0,2,4.113820338722757,7.757576941287788,313.8997267054397,-1.2228187982500962
96,50.0,2,South,3.0,Unemployed,553774.47,228670.42,Car,761.0,3,299,19.71,2023-03-16,0,0,2023,3,3,0.4129305924846987,49.833333333333336,2.0,1.0,1,3.030616675407493,4.439594576084623,291.66133269304936,-0.34676407302740075
97,43.0,2,North,2.0,Self-Employed,593744.21,295356.26,Other,683.0,0,33,73.04,2020-11-10,0,0,2020,11,1,0.4974469729986925,5.5,2.0,0.0,1,4.304605487705297,8.5463442476886,298.947413343432,0.06232680281788922
98,49.0,0,North,1.0,Unemployed,936511.05,97772.19,Education,739.0,1,23,21.24,2016-08-11,0,0,2016,8,3,0.10440046596353561,3.8333333333333335,4.0,1.0,3,3.1018924693823817,4.608687448721165,351.2432120211785,-1.3574651101471809
99,62.0,1,South,1.0,Salaried,465060.08,183254.29,Home,695.0,2,95,27.55,2018-04-15,0,0,2018,4,6,0.3940443350889201,15.833333333333334,1.0,0.0,1,3.351656936102019,5.248809388804284,274.17116138034794,-0.6571378661840686
100,27.0,1,West,0.0,Self-Employed,355406.81,236367.67,Business,628.0,2,256,66.53,2026-04-08,0,0,2026,4,2,0.6650622986093035,42.666666666666664,0.0,0.0,0,4.212571943586751,8.15659242576212,249.24293805457725,-0.29702200969278586
101,46.0,2,South,3.0,Self-Employed,896544.55,338570.72,Business,792.0,3,200,61.27,2020-06-11,0,0,2020,6,3,0.37763959415067544,33.333333333333336,4.0,1.0,3,4.13147976888436,7.827515570089912,345.86897075740404,0.305336820056793
102,43.0,1,South,0.0,Self-Employed,593744.21,423662.31,Business,683.0,5,269,12.65,2022-03-14,1,0,2022,3,0,0.7135434802808436,44.833333333333336,2.0,0.0,1,2.613739521630969,3.556683848755748,298.947413343432,0.7460951491816304
103,63.0,1,South,3.0,Salaried,670889.52,257907.6,Other,709.0,2,148,52.12,2022-05-12,0,0,2022,5,3,0.3844263359487267,24.666666666666668,3.0,1.0,2,3.9725535051681784,7.219418259112018,312.156170112069,-0.16157079056668655
104,50.0,1,North,3.0,Salaried,337792.92,158296.4,Business,850.0,0,248,10.2,2026-03-13,0,0,2026,3,4,0.4686196501691036,41.333333333333336,0.0,1.0,0,2.4159137783010487,3.1937438845342623,244.78931579903184,-0.8425777984908599
105,28.0,2,East,3.0,Unemployed,846430.68,210830.32,Other,697.0,0,99,84.2,2019-08-09,1,0,2019,8,4,0.24908161410217314,16.5,4.0,0.0,3,4.44500143383527,9.17605579756357,338.9056486856872,-0.465040461093827
106,30.0,0,West,1.0,Unemployed,1086467.82,492679.96,Business,735.0,6,45,13.35,2020-07-02,1,0,2020,7,3,0.4534694456021716,7.5,4.0,1.0,3,2.66374994220563,3.653765181289022,370.17429805125016,1.0748961815765012
107,51.0,0,East,1.0,Unemployed,287250.92,690896.62,Education,621.0,2,234,77.6,2017-11-02,1,0,2017,11,3,2.405202462014743,39.0,0.0,0.0,0,4.364371699435161,8.809086218218097,231.10715517961376,1.9184807624898694
108,64.0,2,West,1.0,Self-Employed,509634.82,304247.76,Business,682.0,2,178,41.0,2023-09-18,0,0,2023,9,0,0.5969917047661696,29.666666666666668,1.0,0.0,1,3.7376696182833684,6.4031242374328485,283.20664555860634,0.11357144383728064
109,62.0,1,East,1.0,Self-Employed,339378.78,491689.02,Education,659.0,2,229,54.21,2024-04-12,0,0,2024,4,4,1.448791288600896,38.166666666666664,0.0,0.0,0,4.011144096295953,7.362744053679987,245.19638686747078,1.0703279892239965
110,52.0,0,North,1.0,Salaried,633746.18,267284.42,Car,759.0,2,288,54.96,2025-03-21,0,0,2025,3,4,0.42175310626724405,48.0,2.0,1.0,2,4.024637149797281,7.413501197140255,305.92706804616796,-0.10420512978193044
111,23.0,0,South,1.0,Salaried,1249426.16,202444.36,Business,625.0,0,84,30.3,2024-08-15,0,0,2024,8,3,0.16202987137711283,14.0,4.0,0.0,3,3.4436180975461075,5.504543577809154,388.9103781628598,-0.5221922516998356
